enabled,namespace,key,source_hash,source,translation,category,confirmed_in_2025_dump
1,Content,775135547,775135547,Corrupted Reaper King,Reaper King corrupto,tabla_usuario,1
1,Content,1323823340,1323823340,Corrupted Rex,Rex corrupto,tabla_usuario,1
1,Content,3834837075,3834837075,Corrupted Rock Drake,Dragón de Roca corrupto,tabla_usuario,1
1,Content,4045485069,4045485069,Corrupted Spino,Spino corrupto,tabla_usuario,1
1,Content,1340135329,1340135329,Corrupted Stegosaurus,Estegosaurio corrupto,tabla_usuario,1
1,Content,249948190,249948190,Corrupted Triceratops,Triceratops corrupto,tabla_usuario,1
1,Content,46905135,46905135,Corrupted Wyvern,Wyvern corrupto,tabla_usuario,1
1,Content,1498455511,1498455511,Cosmo,Cosmo,tabla_usuario,1
1,Content,3835213579,3835213579,Cryolophosaurus,Cryolophosaurus,tabla_usuario,0
1,Content,4172548826,4172548826,Daeodon,Daeodon,tabla_usuario,1
1,Content,3609972127,3609972127,Deathworm,Deathworm,tabla_usuario,1
1,Content,1975233688,1975233688,Defense Unit,Unidad de defensa,tabla_usuario,1
1,Content,3752303835,3752303835,Deinonychus,Deinonico,tabla_usuario,1
1,Content,1238637003,1238637003,Deinosuchus,Deinosuchus,tabla_usuario,1
1,Content,2824930080,2824930080,Deinotherium,Deinoterio,tabla_usuario,1
1,Content,1725121390,1725121390,Desert Titan,Titán del Desierto,tabla_usuario,1
1,Content,3540504895,3540504895,Desert Titan Flock,Enjambre del Titán del Desierto,tabla_usuario,1
1,Content,648548492,648548492,Desmodus,Desmodus,tabla_usuario,1
1,Content,1192162576,1192162576,Dilo,Dilophosaur,alias_base:Dilophosaur,1
1,Content,750525170,750525170,Dilophosaur,Dilophosaur,tabla_usuario,1
1,Content,4022439507,4022439507,Dilophosaurus,Dilophosaur,alias_base:Dilophosaur,1
1,Content,1715517563,1715517563,Dimetrodon,Dimetrodon,tabla_usuario,1
1,Content,3568817297,3568817297,Dimorph,Dimorphodon,alias_base:Dimorphodon,1
1,Content,3633811151,3633811151,Dimorphodon,Dimorphodon,tabla_usuario,1
1,Content,2179509525,2179509525,Dinopithecus,Dinopithecus,tabla_usuario,1
1,Content,1353810126,1353810126,Diplo,Diplodocus,alias_base:Diplodocus,1
1,Content,3095560797,3095560797,Diplocaulus,Diplocaulus,tabla_usuario,1
1,Content,3192553414,3192553414,Diplodocus,Diplodocus,tabla_usuario,1
1,Content,2439075901,2439075901,Dire Bear,Oso Gigante,tabla_usuario,1
1,Content,3518707703,3518707703,Direwolf,Lobo Gigante,tabla_usuario,1
1,Content,226593390,226593390,Direwolf Ghost,Lobo Gigante fantasma,tabla_usuario,1
1,Content,2077641541,2077641541,Dodo,Dodo,tabla_usuario,1
1,Content,863813721,863813721,Doedicurus,Doedicurus,tabla_usuario,1
1,Content,4039518408,4039518408,Dragon,Dragon,tabla_usuario,1
1,Content,349329568,349329568,Dragon (Alpha),Dragon Alfa,tabla_usuario,1
1,Content,1404533497,1404533497,Dragon (Beta),Dragon Beta,tabla_usuario,1
1,Content,1701840778,1701840778,Dragon (Gamma),Dragon Gamma,tabla_usuario,1
1,Content,241140602,241140602,Dreadmare,Dreadmare,tabla_usuario,1
1,Content,3641916510,3641916510,Dreadnoughtus,Dreadnoughtus,tabla_usuario,1
1,Content,1003483334,1003483334,Dung Beetle,Escarabajo Pelotero,tabla_usuario,1
1,Content,1345966506,1345966506,Dunkleosteus,Dunkleosteus,tabla_usuario,1
1,Content,2524057926,2524057926,Elderclaw,Elderclaw,tabla_usuario,0
1,Content,192929200,192929200,Electrophorus,Electrophorus,tabla_usuario,1
1,Content,3665283878,3665283878,Enforcer,Ejecutor,tabla_usuario,1
1,Content,2111734914,2111734914,Enraged Corrupted Rex,Rex corrupto enfurecido,tabla_usuario,1
1,Content,2655417375,2655417375,Enraged Lightning Rex,Rex de Rayo enfurecido,tabla_usuario,1
1,Content,2872112212,2872112212,Enraged Lightning Triceratops,Triceratops de Rayo enfurecido,tabla_usuario,1
1,Content,230356834,230356834,Enraged Triceratops,Triceratops enfurecido,tabla_usuario,1
1,Content,1098559342,1098559342,Equus,Equus,tabla_usuario,1
1,Content,1697332452,1697332452,Eurypterid,Eurypterid,tabla_usuario,1
1,Content,135245655,135245655,Exo-Mek,Exo-Mek,tabla_usuario,1
1,Content,1175330063,1175330063,Fasolasuchus,Fasolasuchus,tabla_usuario,1
1,Content,2029814156,2029814156,Featherlight,Pluminoso,tabla_usuario,1
1,Content,4002346247,4002346247,Fenrir,Fenrir,tabla_usuario,1
1,Content,2452083664,2452083664,Ferox,Ferox,tabla_usuario,1
1,Content,435667281,435667281,Ferox (Large),Ferox grande,tabla_usuario,0
1,Content,3794033216,3794033216,Fire Wyvern,Wyvern de Fuego,tabla_usuario,1
1,Content,2639181998,2639181998,Forest Titan,Titán del Bosque,tabla_usuario,1
1,Content,1802120117,1802120117,Forest Wyvern,Wyvern del bosque,tabla_usuario,1
1,Content,2467828878,2467828878,Gacha,Gacha,tabla_usuario,1
1,Content,2578463657,2578463657,Gallimimus,Gallimimus,tabla_usuario,1
1,Content,1667154164,1667154164,Gamma Corrupted Master Controller,Corrupted Master Controller Gamma,tabla_usuario,0
1,Content,2668516310,2668516310,Gamma King Titan,King Titan Gamma,tabla_usuario,1
1,Content,3440216869,3440216869,"Gamma Moeder, Master of the Ocean",Moeder Gamma,tabla_usuario,0
1,Content,2129697459,2129697459,Gasbags,Gasbags,tabla_usuario,1
1,Content,506392919,506392919,Giant Queen Bee,Abeja reina gigante,tabla_usuario,1
1,Content,1451168143,1451168143,Gigadesmodus,Gigadesmodus,tabla_usuario,0
1,Content,1334304490,1334304490,Giganotosaurus,Giganotosaurio,tabla_usuario,1
1,Content,161186839,161186839,Gigantopithecus,Gigantopithecus,tabla_usuario,1
1,Content,414635026,414635026,Gigantoraptor,Gigantoraptor,tabla_usuario,1
1,Content,2231309628,2231309628,Gigantoraptor Ghost,Gigantoraptor fantasma,tabla_usuario,0
1,Content,3455975961,3455975961,Gloon,Gloon,tabla_usuario,0
1,Content,2099973213,2099973213,Glowbug,Electrociérnaga,tabla_usuario,1
1,Content,2536495775,2536495775,Glowtail,Lumigeco,tabla_usuario,1
1,Content,1632825362,1632825362,Golden Striped Brute Megalodon,Megalodon de rayas doradas brutal,tabla_usuario,1
1,Content,2268877438,2268877438,Golden Striped Megalodon,Megalodon de rayas doradas,tabla_usuario,1
1,Content,2989513255,2989513255,Grand Tortugar,Grand Tortugar,tabla_usuario,0
1,Content,1220451898,1220451898,Grendel,Grendel,tabla_usuario,0
1,Content,4177952709,4177952709,Griffin,Grifo,tabla_usuario,1
1,Content,109179675,109179675,Helicoprion,Helicoprion,tabla_usuario,0
1,Content,140730092,140730092,Hesperornis,Hesperornis,tabla_usuario,1
1,Content,2150941112,2150941112,Hover Skiff,Esquife flotante,tabla_usuario,1
1,Content,2078043573,2078043573,Hyaenodon,Hyaenodon,tabla_usuario,1
1,Content,3752894930,3752894930,Hydraskos,Hydraskos,tabla_usuario,0
1,Content,119592459,119592459,Ice Titan,Titán de Hielo,tabla_usuario,1
1,Content,3090290907,3090290907,Ice Wyvern,Wyvern de Hielo,tabla_usuario,1
1,Content,1936179503,1936179503,Ichthyornis,Ichthyornis,tabla_usuario,1
1,Content,1052621544,1052621544,Ichthyosaurus,Ictiosauro,tabla_usuario,1
1,Content,757092185,757092185,Iguanodon,Iguanodon,tabla_usuario,1
1,Content,2486278910,2486278910,Injured Brute Reaper King,Reaper King brutal herido,tabla_usuario,1
1,Content,3494639547,3494639547,Insect Swarm,Enjambre de insectos,tabla_usuario,1
1,Content,2623252154,2623252154,Jerboa,Jerbo,tabla_usuario,1
1,Content,2437361481,2437361481,Jerboa Elf,Jerbo elfo,tabla_usuario,0
1,Content,3958371875,3958371875,Jug Bug,Escarabajo Cántaro,tabla_usuario,1
1,Content,1504063418,1504063418,Kairuku,Kairuku,tabla_usuario,1
1,Content,1324052763,1324052763,Kaprosuchus,Kaprosuchus,tabla_usuario,1
1,Content,707106477,707106477,Karkinos,Karkinos,tabla_usuario,1
1,Content,1440055584,1440055584,Kentrosaurus,Kentrosaurio,tabla_usuario,1
1,Content,3356981365,3356981365,King Titan,King Titan,tabla_usuario,1
1,Content,2213545354,2213545354,Kirayli,Kirayli,tabla_usuario,1
1,Content,3206960854,3206960854,Lamprey,Lamprea,tabla_usuario,1
1,Content,3120837965,3120837965,Leech,Sanguijuela,tabla_usuario,1
1,Content,941050993,941050993,Leedsichthys,Leedsichthys,tabla_usuario,1
1,Content,2220211388,2220211388,Lightning Arthropluera,Arthropluera de Rayo,tabla_usuario,1
1,Content,1759239701,1759239701,Lightning Carnotaurus,Carnotauro de Rayo,tabla_usuario,1
1,Content,4255707617,4255707617,Lightning Chalicotherium,Calicoterio de Rayo,tabla_usuario,1
1,Content,2744095353,2744095353,Lightning Deathworm,Deathworm de Rayo,tabla_usuario,0
1,Content,843168445,843168445,Lightning Dilophosaur,Dilophosaur de Rayo,tabla_usuario,1
1,Content,3328847488,3328847488,Lightning Dimorphodon,Dimorphodon de Rayo,tabla_usuario,1
1,Content,4242143759,4242143759,Lightning Fire Wyvern,Wyvern de Fuego de Rayo,tabla_usuario,0
1,Content,2109592297,2109592297,Lightning Giganotosaurus,Giganotosaurio de Rayo,tabla_usuario,1
1,Content,484314632,484314632,Lightning Infused Rex,Rex de Rayo,tabla_usuario,1
1,Content,2403940691,2403940691,Lightning Paraceratherium,Paraceratherium de Rayo,tabla_usuario,1
1,Content,803870935,803870935,Lightning Pteranodon,Pteranodon de Rayo,tabla_usuario,1
1,Content,81568967,81568967,Lightning Raptor,Raptor de Rayo,tabla_usuario,1
1,Content,3541938614,3541938614,Lightning Reaper King,Reaper King de Rayo,tabla_usuario,1
1,Content,3482102789,3482102789,Lightning Rock Drake,Dragón de Roca de Rayo,tabla_usuario,1
1,Content,3214640853,3214640853,Lightning Spino,Spino de Rayo,tabla_usuario,1
1,Content,2999895852,2999895852,Lightning Stegosaurus,Estegosaurio de Rayo,tabla_usuario,1
1,Content,4090230931,4090230931,Lightning Triceratops,Triceratops de Rayo,variante_verificada_adicional,1
1,Content,2831099522,2831099522,Lightning Wyvern,Wyvern de Rayo,tabla_usuario,1
1,Content,2825481437,2825481437,Liopleurodon,Liopleurodon,tabla_usuario,1
1,Content,837021557,837021557,Lost King,Lost King,tabla_usuario,0
1,Content,1472653575,1472653575,Lost King (Alpha),Lost King Alfa,tabla_usuario,0
1,Content,2985582796,2985582796,Lost King (Beta),Lost King Beta,tabla_usuario,0
1,Content,644134445,644134445,Lost King (Gamma),Lost King Gamma,tabla_usuario,0
1,Content,3842932020,3842932020,Lost Queen,Lost Queen,tabla_usuario,0
1,Content,1233306980,1233306980,Lost Queen (Alpha),Lost Queen Alfa,tabla_usuario,0
1,Content,4104376978,4104376978,Lost Queen (Beta),Lost Queen Beta,tabla_usuario,0
